"dia";"hora";"valentina/002/humidity";"valentina/002/temperature"
"2013-04-02";"07:19:42";82.9;13.9
"2013-04-02";"07:14:42";85.8;13.3
"2013-04-02";"07:09:41";86.5;12.7
"2013-04-02";"07:04:41";86.4;12
"2013-04-02";"06:59:40";86.3;11.6
"2013-04-02";"06:54:40";86.3;11.4
"2013-04-02";"06:52:31";;
"2013-04-02";"06:49:40";81.9;11.9
"2013-04-02";"06:49:39";86.3;11
"2013-04-02";"06:44:39";86.2;10.9
"2013-04-02";"06:39:39";86.2;10.5
"2013-04-02";"06:34:38";86.1;10.2
"2013-04-02";"06:29:38";86.1;9.8
"2013-04-02";"06:24:37";86;9.5
"2013-04-02";"06:19:37";86;9
"2013-04-02";"06:14:36";86;8.7
"2013-04-02";"06:09:36";86;8.6
"2013-04-02";"06:04:36";81.8;10.3
"2013-04-02";"06:04:35";86;8.8
"2013-04-02";"05:59:35";86;8.7
"2013-04-02";"05:54:35";86;8.6
"2013-04-02";"05:49:34";86;8.6
"2013-04-02";"05:44:34";86;8.7
"2013-04-02";"05:39:33";86;8.8
"2013-04-02";"05:34:33";86;9
"2013-04-02";"05:29:32";86;9.3
"2013-04-02";"05:24:32";86;9.5
"2013-04-02";"05:19:32";81.8;10.7
"2013-04-02";"05:19:31";86;9.5
"2013-04-02";"05:14:31";86;9.5
"2013-04-02";"05:09:31";86;9.5
"2013-04-02";"05:04:30";86;9.5
"2013-04-02";"04:59:30";86;9.3
"2013-04-02";"04:54:29";86;9.3
"2013-04-02";"04:49:29";86;9.3
"2013-04-02";"04:44:29";81.8;10.6
"2013-04-02";"04:44:28";86;9.3
"2013-04-02";"04:39:28";86;9.5
"2013-04-02";"04:34:28";86;9.3
"2013-04-02";"04:29:27";85.9;9
"2013-04-02";"04:24:27";85.9;8.8
"2013-04-02";"04:19:26";85.9;8.6
"2013-04-02";"04:14:26";85.9;8.4
"2013-04-02";"04:09:25";85.9;8.4
"2013-04-02";"04:04:25";85.9;8.3
"2013-04-02";"03:59:25";81.7;9.7
"2013-04-02";"03:59:24";85.9;8.4
"2013-04-02";"03:54:24";85.8;8.2
"2013-04-02";"03:49:24";85.8;8.2
"2013-04-02";"03:44:23";85.8;7.9
"2013-04-02";"03:39:23";85.8;7.8
"2013-04-02";"03:34:22";85.8;7.7
"2013-04-02";"03:29:21";85.8;7.7
"2013-04-02";"03:24:21";85.8;7.7
"2013-04-02";"03:19:21";85.8;7.7
"2013-04-02";"03:14:20";85.8;7.4
"2013-04-02";"03:09:20";85.8;7.7
"2013-04-02";"03:04:19";85.8;8
"2013-04-02";"02:59:19";85.8;7.8
"2013-04-02";"02:54:18";85.8;7.7
"2013-04-02";"02:49:18";85.8;7.7
"2013-04-02";"02:44:17";85.8;8.1
"2013-04-02";"02:39:17";85.8;8
"2013-04-02";"02:34:17";81.7;9.5
"2013-04-02";"02:34:16";85.8;7.9
"2013-04-02";"02:29:16";85.8;8
"2013-04-02";"02:24:16";85.8;7.9
"2013-04-02";"02:19:15";85.8;7.8
"2013-04-02";"02:14:15";85.8;7.9
"2013-04-02";"02:09:14";85.8;7.9
"2013-04-02";"02:04:14";85.8;7.9
"2013-04-02";"01:59:14";81.7;9.5
"2013-04-02";"01:59:13";85.8;7.7
"2013-04-02";"01:54:13";85.9;8.1
"2013-04-02";"01:49:13";85.9;8.2
"2013-04-02";"01:44:12";85.9;8.2
"2013-04-02";"01:39:12";85.9;8.3
"2013-04-02";"01:34:11";85.9;8.1
"2013-04-02";"01:29:11";85.9;8.3
"2013-04-02";"01:24:10";85.9;8.3
"2013-04-02";"01:19:10";85.9;8.3
"2013-04-02";"01:14:10";81.7;9.8
"2013-04-02";"01:14:09";85.9;8.3
"2013-04-02";"01:09:09";85.9;8.3
"2013-04-02";"01:04:09";85.9;8.5
"2013-04-02";"00:59:08";86;8.6
"2013-04-02";"00:54:08";86;8.9
"2013-04-02";"00:49:07";86;8.9
"2013-04-02";"00:44:07";86;9.1
"2013-04-02";"00:39:06";85.9;9
"2013-04-02";"00:34:06";85.8;8.2
"2013-04-02";"00:29:06";81.7;9.6
"2013-04-02";"00:29:05";85.8;8.3
"2013-04-02";"00:24:05";85.8;8
"2013-04-02";"00:19:05";85.8;7.5
"2013-04-02";"00:14:04";85.8;7.7
"2013-04-02";"00:09:04";85.8;8.1
"2013-04-02";"00:04:03";85.8;8
"2013-04-02";"00:00:00";;
"2013-04-01";"23:59:58";;
"2013-04-01";"23:59:03";85.9;8.1
"2013-04-01";"23:54:02";85.9;8.5
"2013-04-01";"23:49:02";85.9;8.3
"2013-04-01";"23:44:01";85.9;8.3
"2013-04-01";"23:39:01";85.9;8.4
"2013-04-01";"23:34:01";81.8;10.2
"2013-04-01";"23:34:00";85.9;8.4
"2013-04-01";"23:29:00";86;8.7
"2013-04-01";"23:24:00";86;8.7
"2013-04-01";"23:18:59";86;8.8
"2013-04-01";"23:13:59";86;8.8
"2013-04-01";"23:08:58";86;8.8
"2013-04-01";"23:03:58";86;8.8
"2013-04-01";"22:58:57";86;9
"2013-04-01";"22:53:57";86;9
"2013-04-01";"22:48:57";81.8;10.9
"2013-04-01";"22:48:56";86;9.2
"2013-04-01";"22:43:56";86;8.9
"2013-04-01";"22:38:56";86;9.2
"2013-04-01";"22:33:55";86;9.4
"2013-04-01";"22:28:55";86.1;9.5
"2013-04-01";"22:23:54";86.1;9.4
"2013-04-01";"22:18:54";86.1;9.6
"2013-04-01";"22:13:53";86.1;9.6
"2013-04-01";"22:08:53";86.1;9.7
"2013-04-01";"22:03:52";86.1;9.9
"2013-04-01";"21:58:52";86.1;9.8
"2013-04-01";"21:53:52";81.9;11.3
"2013-04-01";"21:53:51";86.1;9.7
"2013-04-01";"21:48:51";86.1;9.9
"2013-04-01";"21:43:51";86.1;9.8
"2013-04-01";"21:38:50";86.1;9.9
"2013-04-01";"21:33:50";86.1;9.9
"2013-04-01";"21:28:49";86.1;10
"2013-04-01";"21:23:49";86.1;9.8
"2013-04-01";"21:18:48";86.2;10.1
"2013-04-01";"21:13:48";86.2;10.2
"2013-04-01";"21:08:47";86.2;10.1
"2013-04-01";"21:03:47";86.2;10.2
"2013-04-01";"21:00:31";;
"2013-04-01";"20:58:46";86.2;10.2
"2013-04-01";"20:53:46";86.2;10.4
"2013-04-01";"20:48:46";82;12.2
"2013-04-01";"20:48:45";86.3;10.6
"2013-04-01";"20:43:45";86.3;10.7
"2013-04-01";"20:38:45";86.3;10.9
"2013-04-01";"20:33:44";86.3;11.2
"2013-04-01";"20:28:44";86.3;11.4
"2013-04-01";"20:23:43";86.3;11.4
"2013-04-01";"20:18:43";86.4;11.5
"2013-04-01";"20:13:42";86.4;11.6
"2013-04-01";"20:08:42";86.4;11.9
"2013-04-01";"20:03:42";82.1;13.2
"2013-04-01";"20:03:41";86.4;12
"2013-04-01";"19:58:41";86.5;12.1
"2013-04-01";"19:53:41";86.5;12.4
"2013-04-01";"19:48:40";86.5;12.6
"2013-04-01";"19:43:40";86.6;13
"2013-04-01";"19:38:39";86.6;13.4
"2013-04-01";"19:33:39";86.6;13.6
"2013-04-01";"19:28:38";86.6;13.5
"2013-04-01";"19:23:38";86.6;13.5
"2013-04-01";"19:18:37";86.6;13.4
"2013-04-01";"19:13:37";86.6;13.4
"2013-04-01";"19:08:37";86.5;13.3
"2013-04-01";"19:03:36";86.5;13.1
"2013-04-01";"14:18:08";44.3;24.3
"2013-04-01";"14:13:08";45.4;23.6
"2013-04-01";"14:08:07";44.9;24.1
"2013-04-01";"14:03:07";41.9;24.5
"2013-04-01";"13:58:06";39.8;24.9
"2013-04-01";"13:53:06";42;25
"2013-04-01";"13:48:05";48.9;23
"2013-04-01";"13:43:05";48.3;22.3
"2013-04-01";"13:38:04";49.2;24
"2013-04-01";"13:33:04";44.6;24.2
"2013-04-01";"13:28:03";44.3;23.3
"2013-04-01";"13:23:03";48;23.3
"2013-04-01";"13:18:02";46.8;24
"2013-04-01";"13:13:02";40;25
"2013-04-01";"13:08:01";42.4;26.9
"2013-04-01";"13:03:01";41.8;27
"2013-04-01";"12:58:00";41.6;26.8
"2013-04-01";"12:53:00";48.4;25.2
"2013-04-01";"12:47:59";41.6;26.4
"2013-04-01";"12:42:59";57.4;22.4
"2013-04-01";"12:37:58";51.2;23.4
"2013-04-01";"12:32:58";53.7;25
"2013-04-01";"12:27:57";61.7;23.9
"2013-04-01";"12:22:57";58.3;24
"2013-04-01";"12:17:56";60.4;24.3
"2013-04-01";"12:12:56";54.2;25.4
"2013-04-01";"12:07:55";58.9;27.1
"2013-04-01";"12:02:55";60.7;24.1
"2013-04-01";"11:57:54";58.5;24.4
"2013-04-01";"11:52:54";69.2;24.4
"2013-04-01";"11:47:53";81.2;21.4
"2013-04-01";"11:42:53";82.7;18.7
"2013-04-01";"11:37:52";82.7;18.4
"2013-04-01";"11:32:52";59.9;23.4
"2013-04-01";"11:27:51";44.7;25.5
"2013-04-01";"11:22:51";41.6;25.8
"2013-04-01";"11:17:50";48.4;23.3
"2013-04-01";"11:12:50";49.2;23.6
"2013-04-01";"11:07:50";50.5;22.8
"2013-04-01";"11:02:49";47.6;23.8
"2013-04-01";"10:57:48";51.1;23
"2013-04-01";"10:52:48";46;22.9
"2013-04-01";"10:47:47";48.4;23.5
"2013-04-01";"10:42:47";45.7;23.4
"2013-04-01";"10:37:46";42.4;24.6
"2013-04-01";"10:32:46";47.2;23.9
"2013-04-01";"10:27:45";46.3;23.9
"2013-04-01";"10:22:45";41.9;24.7
"2013-04-01";"10:17:44";36.2;26.2
"2013-04-01";"10:12:44";36.9;27.4
"2013-04-01";"10:07:43";32.3;27.8
"2013-04-01";"10:07:10";;
"2013-04-01";"10:07:08";;
"2013-04-01";"10:04:30";;
"2013-04-01";"10:02:42";37.7;28.1
"2013-04-01";"10:00:30";;
"2013-04-01";"09:57:42";41.1;26.9
"2013-04-01";"09:54:56";;
"2013-04-01";"09:53:26";;
"2013-04-01";"09:52:41";44.7;27.6
"2013-04-01";"09:47:41";43.7;25.2
"2013-04-01";"09:42:40";47.3;23.5
"2013-04-01";"09:37:40";46.3;23.5
"2013-04-01";"09:32:40";50.7;22.9
"2013-04-01";"09:27:39";42.6;23.2
"2013-04-01";"09:22:39";46.7;24.2
"2013-04-01";"09:17:38";48.1;22.8
"2013-04-01";"09:12:38";52.6;23.1
"2013-04-01";"09:07:37";50.8;22.2
"2013-04-01";"09:02:37";52.1;22.1
"2013-04-01";"08:57:36";56.8;21.9
"2013-04-01";"08:52:36";57.7;21.6
"2013-04-01";"08:47:35";56.6;21.4
"2013-04-01";"08:42:35";53.9;20.9
"2013-04-01";"08:37:34";59.9;21
"2013-04-01";"08:32:34";58;20
"2013-04-01";"08:27:33";58.5;20.1
"2013-04-01";"08:22:33";57;20.5
"2013-04-01";"08:17:33";57.9;20.5
"2013-04-01";"08:12:32";58.8;19.6
"2013-04-01";"08:07:32";58.4;20.1
"2013-04-01";"08:02:31";59.8;20.2
"2013-04-01";"07:57:31";65.5;19.6
"2013-04-01";"07:52:30";64.1;18.7
"2013-04-01";"07:47:30";67.9;17.9
"2013-04-01";"07:42:29";68.8;17.6
"2013-04-01";"07:37:29";66.3;18
"2013-04-01";"07:32:28";61.3;18.8
"2013-04-01";"07:27:28";65.5;18.1
"2013-04-01";"07:22:28";68.5;17.4
"2013-04-01";"07:17:27";72.2;16.5
"2013-04-01";"07:12:27";76.3;15.8
"2013-04-01";"07:07:26";77.7;15.6
"2013-04-01";"07:02:26";75.2;15.8
"2013-04-01";"06:57:25";77.4;15.2
"2013-04-01";"06:52:25";81.1;14.3
"2013-04-01";"06:47:24";82.1;13.4
"2013-04-01";"06:42:24";82;12.6
"2013-04-01";"06:39:38";;
"2013-04-01";"06:37:23";81.9;11.6
"2013-04-01";"06:32:23";81.7;10.6
"2013-04-01";"06:27:22";81.6;9.8
"2013-04-01";"06:22:22";81.6;9.5
"2013-04-01";"06:17:21";81.5;9
"2013-04-01";"06:12:21";81.5;8.6
"2013-04-01";"06:07:21";81.5;8.5
"2013-04-01";"06:02:20";81.5;8.5
"2013-04-01";"05:57:20";81.5;8.6
"2013-04-01";"05:52:19";81.5;8.6
"2013-04-01";"05:47:19";81.5;8.6
"2013-04-01";"05:42:18";81.5;8.6
"2013-04-01";"05:37:18";81.5;8.6
"2013-04-01";"05:32:17";81.5;8.5
"2013-04-01";"05:27:17";81.5;8.5
"2013-04-01";"05:22:17";81.5;8.4
"2013-04-01";"05:17:16";81.5;8.6
"2013-04-01";"05:12:16";81.5;8.6
"2013-04-01";"05:07:15";81.5;8.7
"2013-04-01";"05:02:15";81.5;8.7
"2013-04-01";"04:57:14";81.5;8.8
"2013-04-01";"04:52:14";81.5;8.8
"2013-04-01";"04:47:13";81.5;8.8
"2013-04-01";"04:42:13";81.5;8.8
"2013-04-01";"04:37:13";81.5;8.8
"2013-04-01";"04:32:12";81.5;8.7
"2013-04-01";"04:27:12";81.5;8.9
"2013-04-01";"04:22:11";81.5;8.9
"2013-04-01";"04:17:11";81.6;8.9
"2013-04-01";"04:12:10";81.6;9.1
"2013-04-01";"04:07:10";81.6;9.1
"2013-04-01";"04:02:09";81.6;9.1
"2013-04-01";"03:57:09";81.6;9
"2013-04-01";"03:52:08";81.6;9.1
"2013-04-01";"03:47:08";81.6;9.2
"2013-04-01";"03:42:08";81.6;9.1
"2013-04-01";"03:37:07";81.6;9.1
"2013-04-01";"03:32:07";81.6;9.2
"2013-04-01";"03:27:06";81.6;9.4
"2013-04-01";"03:22:06";81.6;9.5
"2013-04-01";"03:17:05";81.7;9.7
"2013-04-01";"03:12:05";81.7;9.8
"2013-04-01";"03:07:04";81.7;9.9
"2013-04-01";"03:02:04";81.7;10
"2013-04-01";"02:57:04";81.7;10.1
"2013-04-01";"02:52:03";81.7;10.2
"2013-04-01";"02:47:03";81.7;10.3
"2013-04-01";"02:42:02";81.6;10.2
"2013-04-01";"02:37:02";81.6;10.1
"2013-04-01";"02:32:01";81.6;10
"2013-04-01";"02:27:01";81.6;9.9
"2013-04-01";"02:22:00";81.6;9.7
"2013-04-01";"02:17:00";81.6;9.5
"2013-04-01";"02:11:59";81.6;9.3
"2013-04-01";"02:06:59";81.5;9
"2013-04-01";"02:01:58";81.5;8.8
"2013-04-01";"01:56:58";81.5;8.7
"2013-04-01";"01:51:57";81.5;8.7
"2013-04-01";"01:46:57";81.5;8.8
"2013-04-01";"01:41:57";81.5;8.8
"2013-04-01";"01:36:56";81.5;8.9
"2013-04-01";"01:31:56";81.5;8.9
"2013-04-01";"01:26:55";81.5;8.9
"2013-04-01";"01:21:55";81.6;8.9
"2013-04-01";"01:16:54";81.6;9
"2013-04-01";"01:11:54";81.6;9
"2013-04-01";"01:06:53";81.6;9.1
"2013-04-01";"01:01:53";81.6;9.2
"2013-04-01";"00:56:53";81.6;9.2
"2013-04-01";"00:51:52";81.6;9.2
"2013-04-01";"00:46:52";81.6;9.1
"2013-04-01";"00:41:51";81.6;9.1
"2013-04-01";"00:36:51";81.6;9.1
"2013-04-01";"00:31:50";81.6;9.1
"2013-04-01";"00:26:50";81.6;9
"2013-04-01";"00:21:49";81.6;9.1
"2013-04-01";"00:16:49";81.6;9.1
"2013-04-01";"00:11:49";81.6;9
"2013-04-01";"00:06:48";81.6;9
"2013-04-01";"00:01:48";81.6;9.1
"2013-04-01";"00:00:00";;
"2013-03-31";"23:59:58";;
"2013-03-31";"23:56:47";81.6;9.1
"2013-03-31";"23:51:47";81.6;9.1
"2013-03-31";"23:46:46";81.6;9.1
"2013-03-31";"23:41:46";81.6;9.2
"2013-03-31";"23:36:45";81.6;9.1
"2013-03-31";"23:31:45";81.6;9.1
"2013-03-31";"23:26:44";81.6;9.3
"2013-03-31";"23:21:44";81.6;9.2
"2013-03-31";"23:16:43";81.6;9.2
"2013-03-31";"23:11:43";81.6;9.3
"2013-03-31";"23:06:43";81.6;9.3
"2013-03-31";"23:01:42";81.6;9.5
"2013-03-31";"22:56:42";81.6;9.4
"2013-03-31";"22:51:41";81.6;9.5
"2013-03-31";"22:46:41";81.6;9.5
"2013-03-31";"22:41:40";81.6;9.6
"2013-03-31";"22:36:40";81.6;9.6
"2013-03-31";"22:31:39";81.6;9.6
"2013-03-31";"22:26:39";81.7;9.7
"2013-03-31";"22:21:38";81.7;9.9
"2013-03-31";"22:16:38";81.7;10
"2013-03-31";"22:11:38";81.7;9.9
"2013-03-31";"22:06:37";81.7;9.9
"2013-03-31";"22:01:37";81.7;9.8
"2013-03-31";"21:56:36";81.7;9.9
"2013-03-31";"21:51:36";81.7;10.1
"2013-03-31";"21:46:35";81.7;10.3
"2013-03-31";"21:41:35";81.7;10.3
"2013-03-31";"21:36:34";81.7;10.3
"2013-03-31";"21:31:34";81.7;10.4
"2013-03-31";"21:26:34";81.7;10.4
"2013-03-31";"21:21:33";81.7;10.4
"2013-03-31";"21:16:33";81.7;10.4
"2013-03-31";"21:11:32";81.7;10.4
"2013-03-31";"21:06:32";81.7;10.5
"2013-03-31";"21:01:31";81.8;10.5
"2013-03-31";"20:56:31";81.8;10.7
"2013-03-31";"20:51:30";81.8;10.7
"2013-03-31";"20:46:30";81.8;10.8
"2013-03-31";"20:41:30";81.8;10.9
"2013-03-31";"20:36:29";81.8;11
"2013-03-31";"20:31:29";81.8;10.8
"2013-03-31";"20:26:28";81.8;10.8
"2013-03-31";"20:21:28";81.8;11
"2013-03-31";"20:16:27";81.8;11
"2013-03-31";"20:11:27";81.8;11.1
"2013-03-31";"20:06:26";81.8;11.1
"2013-03-31";"20:01:26";81.8;11.1
"2013-03-31";"19:56:26";81.9;11.3
"2013-03-31";"19:51:25";81.9;11.5
"2013-03-31";"19:46:25";81.9;11.6
"2013-03-31";"19:41:24";81.9;11.6
"2013-03-31";"19:36:24";81.9;11.7
"2013-03-31";"19:31:23";81.9;11.7
"2013-03-31";"19:26:23";81.9;11.7
"2013-03-31";"19:21:22";81.9;11.8
"2013-03-31";"19:16:22";81.9;11.8
"2013-03-31";"19:11:21";81.9;11.9
"2013-03-31";"19:06:21";81.9;12
"2013-03-31";"19:01:21";81.9;12
"2013-03-31";"18:59:38";;
"2013-03-31";"18:56:20";82;12.2
"2013-03-31";"18:51:20";82;12.3
"2013-03-31";"18:46:19";82;12.5
"2013-03-31";"18:41:19";82;12.6
"2013-03-31";"18:36:18";82.1;12.9
"2013-03-31";"18:31:18";82.1;13.1
"2013-03-31";"18:26:17";82.1;13.5
"2013-03-31";"18:21:17";80;13.9
"2013-03-31";"18:16:16";78.6;14.3
"2013-03-31";"18:11:16";76.3;14.8
"2013-03-31";"18:06:16";72.4;15.4
"2013-03-31";"18:01:15";69;16
"2013-03-31";"17:56:15";68.5;16.4
"2013-03-31";"17:51:14";69.5;16.7
"2013-03-31";"17:46:14";67;16.7
"2013-03-31";"17:41:13";66.6;17
"2013-03-31";"17:36:13";65.1;17.6
"2013-03-31";"17:31:12";63.5;17.3
"2013-03-31";"17:26:12";62.5;18.2
"2013-03-31";"17:21:11";53.8;20.3
"2013-03-31";"17:16:11";44.7;22.8
"2013-03-31";"17:11:10";40.7;24.5
"2013-03-31";"17:06:09";41.3;24.7
"2013-03-31";"17:01:09";42.6;25.1
"2013-03-31";"16:56:09";37.6;25
"2013-03-31";"16:51:08";40.9;24.5
"2013-03-31";"16:46:08";43;24
"2013-03-31";"16:41:07";39.7;25
"2013-03-31";"16:36:07";39.1;26.1
"2013-03-31";"16:31:06";38.1;27.4
"2013-03-31";"16:26:06";37.6;27.1
"2013-03-31";"16:21:05";36.5;25.9
"2013-03-31";"16:18:45";;
"2013-03-31";"16:16:05";29.9;29
"2013-03-31";"16:11:04";38.8;28.2
"2013-03-31";"16:10:55";;
"2013-03-31";"16:06:04";37.9;25.7
"2013-03-31";"16:04:16";;
"2013-03-31";"16:01:03";33;28.7
"2013-03-31";"15:57:09";;
"2013-03-31";"15:56:03";32.1;27.5
"2013-03-31";"15:51:02";35.8;25.3
"2013-03-31";"15:48:47";;
"2013-03-31";"15:46:02";30.6;28.8
"2013-03-31";"15:45:16";;
"2013-03-31";"15:41:01";48.8;21.5
"2013-03-31";"15:36:01";47.6;23.1
"2013-03-31";"15:31:01";41.8;26.1
"2013-03-31";"15:26:00";37.5;25.6
"2013-03-31";"15:23:33";;
"2013-03-31";"15:22:33";;
"2013-03-31";"15:21:00";40;26.4
"2013-03-31";"15:16:23";;
"2013-03-31";"15:15:59";34.4;28.3
"2013-03-31";"15:10:59";26.5;30.3
"2013-03-31";"15:05:58";34.3;28.6
"2013-03-31";"15:05:17";;
"2013-03-31";"15:00:58";39.2;25.2
"2013-03-31";"14:55:57";36.8;27.7
"2013-03-31";"14:50:57";45.1;23
"2013-03-31";"14:45:56";42.9;23.1
"2013-03-31";"14:40:56";39.7;25.7
"2013-03-31";"14:35:55";38.2;26.2
"2013-03-31";"14:30:55";48.8;21.5
"2013-03-31";"14:25:54";48.7;21.7
"2013-03-31";"14:20:54";56.3;21
"2013-03-31";"14:15:54";58.1;20.4
"2013-03-31";"14:10:53";58.8;20.5
"2013-03-31";"14:05:53";58.5;20.5
"2013-03-31";"14:00:52";59.7;20.5
"2013-03-31";"13:55:52";55.5;19.9
"2013-03-31";"13:50:51";52.8;20.3
"2013-03-31";"13:45:51";54.7;20.8
"2013-03-31";"13:40:50";54.4;21.4
"2013-03-31";"13:35:50";51.5;21.4
"2013-03-31";"13:30:49";49.3;22.6
"2013-03-31";"13:25:49";47.9;22.1
"2013-03-31";"13:20:49";43.8;23.5
"2013-03-31";"13:15:48";51.7;21.1
"2013-03-31";"13:10:48";56.1;21.5
"2013-03-31";"13:05:47";57.5;20.8
"2013-03-31";"13:00:47";59.7;20.1
"2013-03-31";"12:55:46";60.1;19.6
"2013-03-31";"12:50:46";61.5;19.5
"2013-03-31";"12:45:45";63.4;19.2
"2013-03-31";"12:40:45";64;19.6
"2013-03-31";"12:35:44";60.5;19.8
"2013-03-31";"12:30:44";56.9;20
"2013-03-31";"12:25:44";55.6;20.9
"2013-03-31";"12:20:43";54.5;21.1
"2013-03-31";"12:15:43";55.1;21.4
"2013-03-31";"12:10:42";46.7;23.4
"2013-03-31";"12:05:42";42.8;25.2
"2013-03-31";"12:00:41";41.1;26.4
"2013-03-31";"11:55:41";40.9;26.1
"2013-03-31";"11:50:40";42.9;26.9
"2013-03-31";"11:45:40";40.7;27.5
"2013-03-31";"11:40:39";36.1;27.7
"2013-03-31";"11:35:39";43.5;25.2
"2013-03-31";"11:30:39";49.8;22.5
"2013-03-31";"11:25:38";57.4;22.9
"2013-03-31";"11:20:38";48.3;23.8
"2013-03-31";"11:15:37";43.3;24.8
"2013-03-31";"11:10:37";44.4;25.2
"2013-03-31";"11:05:36";43.6;26.2
"2013-03-31";"11:00:36";48.8;25.4
"2013-03-31";"10:55:35";47.7;25.1
"2013-03-31";"10:50:35";43.3;25.1
"2013-03-31";"10:45:34";48.2;24
"2013-03-31";"10:40:34";45.4;23.7
"2013-03-31";"10:35:33";53.6;24.1
"2013-03-31";"10:30:33";45.3;24.6
"2013-03-31";"10:25:32";43;26.7
"2013-03-31";"10:23:40";;
"2013-03-31";"10:20:51";;
"2013-03-31";"10:20:32";45.3;27.8
"2013-03-31";"10:15:31";49.1;25.9
"2013-03-31";"10:10:31";39.5;27.1
"2013-03-31";"10:05:31";46.3;27
"2013-03-31";"10:00:30";42.7;26.7
"2013-03-31";"09:55:30";49.2;23.4
"2013-03-31";"09:50:29";47.1;24.7
"2013-03-31";"09:45:29";46;26.3
"2013-03-31";"09:40:28";54.6;22.7
"2013-03-31";"09:35:28";54.4;22.1
"2013-03-31";"09:30:27";57.6;21.2
"2013-03-31";"09:25:27";62.2;20.1
"2013-03-31";"09:20:27";63.4;19.8
"2013-03-31";"09:15:26";64.2;19.6
"2013-03-31";"09:10:26";65.7;19.7
"2013-03-31";"09:05:25";62.4;20.4
"2013-03-31";"09:00:25";55.5;21.5
"2013-03-31";"08:55:24";52.4;23
"2013-03-31";"08:50:24";56.8;22.9
"2013-03-31";"08:45:23";60;20.9
"2013-03-31";"08:40:23";57;22.3
"2013-03-31";"08:35:23";52.8;23.3
"2013-03-31";"08:30:22";53.5;23.7
"2013-03-31";"08:25:22";53.6;22.9
"2013-03-31";"08:20:21";53;23.2
"2013-03-31";"08:15:21";54.5;22.2
"2013-03-31";"08:10:20";57.6;20.9
"2013-03-31";"08:05:20";59.8;20.4
"2013-03-31";"08:00:19";65.1;20
"2013-03-31";"07:55:19";67;19
"2013-03-31";"07:50:19";71.7;18.3
"2013-03-31";"07:45:18";73.5;17.7
"2013-03-31";"07:40:18";76.4;17.1
"2013-03-31";"07:35:17";75;16.8
"2013-03-31";"07:30:17";71.2;17.5
"2013-03-31";"07:25:16";68.1;18.2
"2013-03-31";"07:20:16";63.7;19.8
"2013-03-31";"07:15:15";60.9;21.1
"2013-03-31";"07:10:15";60.3;20.6
"2013-03-31";"07:05:15";65;19.5
"2013-03-31";"07:00:14";74.3;18.3
"2013-03-31";"06:55:14";78.9;16.5
"2013-03-31";"06:50:13";82.3;14.9
"2013-03-31";"06:45:13";82.1;13.5
"2013-03-31";"06:40:12";82.1;12.9
"2013-03-31";"06:35:12";82;12.5
"2013-03-31";"06:30:11";82;12.2
"2013-03-31";"06:27:54";;
"2013-03-31";"06:25:11";81.9;11.9
"2013-03-31";"06:20:10";81.9;11.7
"2013-03-31";"06:15:10";81.9;11.6
"2013-03-31";"06:10:09";81.9;11.6
"2013-03-31";"06:05:09";81.9;11.6
"2013-03-31";"06:00:08";81.9;11.5
"2013-03-31";"05:55:08";81.9;11.4
"2013-03-31";"05:50:07";81.9;11.4
"2013-03-31";"05:45:07";81.9;11.3
"2013-03-31";"05:40:06";81.9;11.3
"2013-03-31";"05:35:06";81.9;11.4
"2013-03-31";"05:30:05";81.9;11.4
"2013-03-31";"05:25:05";81.9;11.4
"2013-03-31";"05:20:04";81.9;11.4
"2013-03-31";"05:15:04";81.9;11.4
"2013-03-31";"05:10:03";81.9;11.4
"2013-03-31";"05:05:03";81.9;11.5
"2013-03-31";"05:00:02";81.9;11.4
"2013-03-31";"04:55:02";81.9;11.5
"2013-03-31";"04:50:01";81.9;11.4
"2013-03-31";"04:45:01";81.8;11.3
"2013-03-31";"04:40:00";81.8;11.2
"2013-03-31";"04:35:00";81.8;11.2
"2013-03-31";"04:29:59";81.8;11.1
"2013-03-31";"04:24:59";81.8;11
"2013-03-31";"04:19:59";81.8;10.9
"2013-03-31";"04:14:58";81.9;10.9
"2013-03-31";"04:09:58";81.9;11
"2013-03-31";"04:04:57";81.9;11.1
"2013-03-31";"03:59:57";81.9;11.2
"2013-03-31";"03:54:56";81.9;11.4
"2013-03-31";"03:49:56";82;11.7
"2013-03-31";"03:44:55";82;11.9
"2013-03-31";"03:39:55";82;11.9
"2013-03-31";"03:34:54";82;11.9
"2013-03-31";"03:29:54";82;11.9
"2013-03-31";"03:24:53";82;11.9
"2013-03-31";"03:19:53";82;12
"2013-03-31";"03:19:14";;
"2013-03-31";"03:14:52";82;12.1
"2013-03-31";"03:09:52";82;12.2
"2013-03-31";"03:04:51";82.1;12.4
"2013-03-31";"02:59:51";82.1;12.5
"2013-03-31";"02:54:50";82.1;12.6
"2013-03-31";"02:49:50";82.1;12.6
"2013-03-31";"02:44:49";82.1;12.6
"2013-03-31";"02:39:49";82.1;12.6
"2013-03-31";"02:34:48";82.1;12.6
"2013-03-31";"02:29:48";82.1;12.7
"2013-03-31";"02:24:48";82.1;12.7
"2013-03-31";"02:19:47";82.1;12.7
"2013-03-31";"02:14:47";82.1;12.7
"2013-03-31";"02:09:46";82.1;12.7
"2013-03-31";"02:04:46";82.1;12.8
"2013-03-31";"01:59:45";82.1;12.7
